id_obra,chuva_mm
CCbjj-1452,370
CCbjj-1453,202
CCbjj-1454,174
CCbjj-1455,95
CCbjj-1456,255
CCbjj-1457,435
CCbjj-1458,463
CCbjj-1459,483
CCbjj-1460,310
CCbjj-1461,156
CCbjj-1462,159
CCbjj-1463,283
CCbjj-1464,456
CCbjj-1465,430
CCbjj-1466,102
CCbjj-1467,177
CCbjj-1468,450
CCbjj-1469,465
CCbjj-1470,108
CCbjj-1471,311
CCbjj-1472,438
CCbjj-1473,349
CCbjj-1474,444
CCbjj-1475,443
CCbjj-1476,398
CCbjj-1477,423
CCbjj-1478,451
CCbjj-1479,138
CCbjj-1480,153
CCbjj-1481,114
CCbjj-1482,127
CCbjj-1483,441
CCbjj-1484,401
CCbjj-1485,181
CCbjj-1486,442
CCbjj-1487,110
CCbjj-1488,388
CCbjj-1489,46
CCbjj-1490,130
CCbjj-1491,99
CCbjj-1492,349
CCbjj-1493,391
CCbjj-1494,386
CCbjj-1495,267
CCbjj-1496,444
CCbjj-1497,86
CCbjj-1498,433
CCbjj-1499,459
CCbjj-1500,159
CCbjj-1501,134
CCbjj-1502,111
CCbjj-1503,79
CCbjj-1504,473
CCbjj-1505,499
CCbjj-1506,326
CCbjj-1507,375
CCbjj-1508,361
CCbjj-1509,483
CCbjj-1510,174
CCbjj-1511,235
CCbjj-1512,423
CCbjj-1513,119
CCbjj-1514,400
CCbjj-1515,480
CCbjj-1516,199
CCbjj-1517,267
CCbjj-1518,492
CCbjj-1519,429
CCbjj-1520,195
CCbjj-1521,171
CCbjj-1522,449
CCbjj-1523,426
CCbjj-1524,216
CCbjj-1525,184
CCbjj-1526,293
CCbjj-1527,116
CCbjj-1528,262
CCbjj-1529,338
CCbjj-1530,232
CCbjj-1531,162
CCbjj-1532,162
CCbjj-1533,367
CCbjj-1534,333
CCbjj-1535,276
CCbjj-1536,279
CCbjj-1537,272
CCbjj-1538,309
CCbjj-1539,230
CCbjj-1540,488
CCbjj-1541,235
CCbjj-1542,327
CCbjj-1543,166
CCbjj-1544,477
CCbjj-1545,226
CCbjj-1546,407
CCbjj-1547,120
CCbjj-1548,424
CCbjj-1549,249
CCbjj-1550,166
CCbjj-1551,362
CCbjj-1552,90
CCbjj-1553,368
CCbjj-1554,101
CCbjj-1555,340
CCbjj-1556,481
CCbjj-1557,393
CCbjj-1558,310
CCbjj-1559,156
CCbjj-1560,228
CCbjj-1561,341
CCbjj-1562,312
CCbjj-1563,272
CCbjj-1564,180
CCbjj-1565,69
CCbjj-1566,400
CCbjj-1567,87
CCbjj-1568,65
CCbjj-1569,282
CCbjj-1570,231
CCbjj-1571,445
CCbjj-1572,268
CCbjj-1573,413
CCbjj-1574,436
CCbjj-1575,197
CCbjj-1576,140
CCbjj-1577,461
CCbjj-1578,437
CCbjj-1579,242
CCbjj-1580,196
CCbjj-1581,325
CCbjj-1582,314
CCbjj-1583,330
CCbjj-1584,394
CCbjj-1585,120
CCbjj-1586,63
CCbjj-1587,119
CCbjj-1588,44
CCbjj-1589,99
CCbjj-1590,246
CCbjj-1591,367
CCbjj-1592,100
CCbjj-1593,159
CCbjj-1594,383
CCbjj-1595,158
CCbjj-1596,150
CCbjj-1597,211
CCbjj-1598,154
CCbjj-1599,139
CCbjj-1600,415
CCbjj-1601,263
CCbjj-1602,193
CCbjj-1603,481
CCbjj-1604,57
CCbjj-1605,244
CCbjj-1606,132
CCbjj-1607,433
CCbjj-1608,194
CCbjj-1609,88
CCbjj-1610,73
CCbjj-1611,169
CCbjj-1612,61
CCbjj-1613,278
CCbjj-1614,323
CCbjj-1615,60
CCbjj-1616,47
CCbjj-1617,186
CCbjj-1618,255
CCbjj-1619,336
CCbjj-1620,442
CCbjj-1621,120
CCbjj-1622,348
CCbjj-1623,397
CCbjj-1624,276
CCbjj-1625,366
CCbjj-1626,49
CCbjj-1627,188
CCbjj-1628,60
CCbjj-1629,215
CCbjj-1630,370
CCbjj-1631,420
CCbjj-1632,253
CCbjj-1633,297
CCbjj-1634,474
CCbjj-1635,72
CCbjj-1636,78
CCbjj-1637,392
CCbjj-1638,325
CCbjj-1639,227
CCbjj-1640,445
CCbjj-1641,220
CCbjj-1642,259
CCbjj-1643,44
CCbjj-1644,375
CCbjj-1645,497
CCbjj-1646,297
CCbjj-1647,262
CCbjj-1648,396
CCbjj-1649,268
CCbjj-1650,183
CCbjj-1651,443
CCbjj-1652,378
CCbjj-1653,443
CCbjj-1654,106
CCbjj-1655,262
CCbjj-1656,475
CCbjj-1657,200
CCbjj-1658,51
CCbjj-1659,264
CCbjj-1660,302
CCbjj-1661,436
CCbjj-1662,54
CCbjj-1663,274
CCbjj-1664,355
CCbjj-1665,275
CCbjj-1666,66
CCbjj-1667,342
CCbjj-1668,498
CCbjj-1669,384
CCbjj-1670,355
CCbjj-1671,307
CCbjj-1672,238
CCbjj-1673,488
CCbjj-1674,33
CCbjj-1675,87
CCbjj-1676,201
CCbjj-1677,359
CCbjj-1678,302
CCbjj-1679,259
CCbjj-1680,175
CCbjj-1681,466
CCbjj-1682,304
CCbjj-1683,371
CCbjj-1684,346
CCbjj-1685,86
CCbjj-1686,364
CCbjj-1687,329
CCbjj-1688,176
CCbjj-1689,438
CCbjj-1690,66
CCbjj-1691,431
CCbjj-1692,87
CCbjj-1693,297
CCbjj-1694,61
CCbjj-1695,439
CCbjj-1696,439
CCbjj-1697,460
CCbjj-1698,455
CCbjj-1699,118
CCbjj-1700,251
CCbjj-1701,80
CCbjj-1702,326
CCbjj-1703,491
CCbjj-1704,222
CCbjj-1705,382
CCbjj-1706,90
CCbjj-1707,412
CCbjj-1708,488
CCbjj-1709,320
CCbjj-1710,114
CCbjj-1711,307
CCbjj-1712,482
CCbjj-1713,69
CCbjj-1714,83
CCbjj-1715,495
CCbjj-1716,194
CCbjj-1717,457
CCbjj-1718,276
CCbjj-1719,314
CCbjj-1720,367
CCbjj-1721,402
CCbjj-1722,41
CCbjj-1723,434
CCbjj-1724,69
CCbjj-1725,59
CCbjj-1726,349
CCbjj-1727,326
CCbjj-1728,364
CCbjj-1729,256
CCbjj-1730,332
CCbjj-1731,249
CCbjj-1732,289
CCbjj-1733,441
CCbjj-1734,123
CCbjj-1735,461
CCbjj-1736,342
CCbjj-1737,406
CCbjj-1738,271
CCbjj-1739,248
CCbjj-1740,45
CCbjj-1741,381
CCbjj-1742,425
CCbjj-1743,340
CCbjj-1744,449
CCbjj-1745,428
CCbjj-1746,176
CCbjj-1747,175
CCbjj-1748,247
CCbjj-1749,488
CCbjj-1750,441
CCbjj-1751,469
CCbjj-1752,180
CCbjj-1753,492
CCbjj-1754,397
CCbjj-1755,40
CCbjj-1756,456
CCbjj-1757,370
CCbjj-1758,413
CCbjj-1759,330
CCbjj-1760,68
CCbjj-1761,108
CCbjj-1762,494
CCbjj-1763,181
CCbjj-1764,458
CCbjj-1765,321
CCbjj-1766,382
CCbjj-1767,393
CCbjj-1768,33
CCbjj-1769,222
CCbjj-1770,131
CCbjj-1771,213
CCbjj-1772,424
CCbjj-1773,114
CCbjj-1774,182
CCbjj-1775,279
CCbjj-1776,79
CCbjj-1777,377
CCbjj-1778,399
CCbjj-1779,81
CCbjj-1780,291
CCbjj-1781,331
CCbjj-1782,227
CCbjj-1783,243
CCbjj-1784,300
CCbjj-1785,147
CCbjj-1786,474
CCbjj-1787,318
CCbjj-1788,366
CCbjj-1789,410
CCbjj-1790,425
CCbjj-1791,316
CCbjj-1792,63
CCbjj-1793,61
CCbjj-1794,52
CCbjj-1795,131
CCbjj-1796,98
CCbjj-1797,69
CCbjj-1798,479
CCbjj-1799,408
CCbjj-1800,60
CCbjj-1801,425
CCbjj-1802,388
CCbjj-1803,327
CCbjj-1804,433
CCbjj-1805,299
CCbjj-1806,360
CCbjj-1807,217
CCbjj-1808,144
CCbjj-1809,254
CCbjj-1810,119
CCbjj-1811,31
CCbjj-1812,444
CCbjj-1813,468
CCbjj-1814,64
CCbjj-1815,56
CCbjj-1816,162
CCbjj-1817,104
CCbjj-1818,464
CCbjj-1819,260
CCbjj-1820,121
CCbjj-1821,429
CCbjj-1822,401
CCbjj-1823,453
CCbjj-1824,375
CCbjj-1825,373
CCbjj-1826,225
CCbjj-1827,489
CCbjj-1828,239
CCbjj-1829,148
CCbjj-1830,491
CCbjj-1831,366
CCbjj-1832,201
CCbjj-1833,454
CCbjj-1834,45
CCbjj-1835,146
CCbjj-1836,327
CCbjj-1837,433
CCbjj-1838,219
CCbjj-1839,401
CCbjj-1840,136
CCbjj-1841,185
CCbjj-1842,473
CCbjj-1843,326
CCbjj-1844,414
CCbjj-1845,45
CCbjj-1846,417
CCbjj-1847,339
CCbjj-1848,58
CCbjj-1849,229
CCbjj-1850,223
CCbjj-1851,267
CCbjj-1852,181
CCbjj-1853,326
CCbjj-1854,92
CCbjj-1855,341
CCbjj-1856,299
CCbjj-1857,466
CCbjj-1858,155
CCbjj-1859,201
CCbjj-1860,200
CCbjj-1861,158
CCbjj-1862,403
CCbjj-1863,382
CCbjj-1864,157
CCbjj-1865,168
CCbjj-1866,177
CCbjj-1867,278
CCbjj-1868,108
CCbjj-1869,249
CCbjj-1870,434
CCbjj-1871,116
CCbjj-1872,358
CCbjj-1873,433
CCbjj-1874,146
CCbjj-1875,174
CCbjj-1876,135
CCbjj-1877,476
CCbjj-1878,108
CCbjj-1879,265
CCbjj-1880,418
CCbjj-1881,203
CCbjj-1882,135
CCbjj-1883,337
CCbjj-1884,126
CCbjj-1885,365
CCbjj-1886,65
CCbjj-1887,130
CCbjj-1888,390
CCbjj-1889,78
CCbjj-1890,451
CCbjj-1891,245
CCbjj-1892,118
CCbjj-1893,440
CCbjj-1894,354
CCbjj-1895,463
CCbjj-1896,398
CCbjj-1897,498
CCbjj-1898,456
CCbjj-1899,384
CCbjj-1900,355
CCbjj-1901,38
CCbjj-1902,120
CCbjj-1903,222
CCbjj-1904,315
CCbjj-1905,172
CCbjj-1906,445
CCbjj-1907,241
CCbjj-1908,417
CCbjj-1909,473
CCbjj-1910,468
CCbjj-1911,319
CCbjj-1912,149
CCbjj-1913,90
CCbjj-1914,323
CCbjj-1915,369
CCbjj-1916,396
CCbjj-1917,336
CCbjj-1918,215
CCbjj-1919,121
CCbjj-1920,260
CCbjj-1921,54
CCbjj-1922,168
CCbjj-1923,399
CCbjj-1924,293
CCbjj-1925,319
CCbjj-1926,312
CCbjj-1927,393
CCbjj-1928,179
CCbjj-1929,219
CCbjj-1930,101
CCbjj-1931,382
CCbjj-1932,68
CCbjj-1933,102
CCbjj-1934,403
CCbjj-1935,51
CCbjj-1936,230
CCbjj-1937,60
CCbjj-1938,319
CCbjj-1939,353
CCbjj-1940,395
CCbjj-1941,107
CCbjj-1942,472
CCbjj-1943,293
CCbjj-1944,466
CCbjj-1945,390
CCbjj-1946,243
CCbjj-1947,83
CCbjj-1948,400
CCbjj-1949,99
CCbjj-1950,126
CCbjj-1951,402
CCbjj-1952,47
CCbjj-1953,165
CCbjj-1954,164
CCbjj-1955,381
CCbjj-1956,420
CCbjj-1957,423
CCbjj-1958,65
CCbjj-1959,347
CCbjj-1960,399
CCbjj-1961,80
CCbjj-1962,316
CCbjj-1963,167
CCbjj-1964,113
CCbjj-1965,272
CCbjj-1966,320
CCbjj-1967,442
CCbjj-1968,251
CCbjj-1969,462
CCbjj-1970,60
CCbjj-1971,382
CCbjj-1972,149
CCbjj-1973,389
CCbjj-1974,270
CCbjj-1975,97
CCbjj-1976,302
CCbjj-1977,125
CCbjj-1978,254
CCbjj-1979,66
CCbjj-1980,252
CCbjj-1981,375
CCbjj-1982,252
CCbjj-1983,313
CCbjj-1984,283
CCbjj-1985,195
CCbjj-1986,265
CCbjj-1987,149
CCbjj-1988,167
CCbjj-1989,357
CCbjj-1990,395
CCbjj-1991,257
CCbjj-1992,112
CCbjj-1993,57
CCbjj-1994,226
CCbjj-1995,117
CCbjj-1996,402
CCbjj-1997,151
CCbjj-1998,420
CCbjj-1999,369
CCbjj-2000,31
CCbjj-2001,342
CCbjj-2002,264
CCbjj-2003,295
CCbjj-2004,111
CCbjj-2005,383
CCbjj-2006,427
CCbjj-2007,231
CCbjj-2008,387
CCbjj-2009,317
CCbjj-2010,210
CCbjj-2011,32
CCbjj-2012,77
CCbjj-2013,165
CCbjj-2014,294
CCbjj-2015,232
CCbjj-2016,301
CCbjj-2017,373
CCbjj-2018,316
CCbjj-2019,162
CCbjj-2020,126
CCbjj-2021,123
CCbjj-2022,404
CCbjj-2023,123
CCbjj-2024,236
CCbjj-2025,324
CCbjj-2026,45
CCbjj-2027,477
CCbjj-2028,489
CCbjj-2029,240
CCbjj-2030,76
CCbjj-2031,472
CCbjj-2032,128
CCbjj-2033,49
CCbjj-2034,50
CCbjj-2035,210
CCbjj-2036,364
CCbjj-2037,211
CCbjj-2038,78
CCbjj-2039,429
CCbjj-2040,301
CCbjj-2041,52
CCbjj-2042,137
CCbjj-2043,353
CCbjj-2044,122
CCbjj-2045,194
CCbjj-2046,53
CCbjj-2047,346
CCbjj-2048,293
CCbjj-2049,265
CCbjj-2050,482
CCbjj-2051,136
CCbjj-2052,58
CCbjj-2053,144
CCbjj-2054,423
CCbjj-2055,469
CCbjj-2056,399
CCbjj-2057,137
CCbjj-2058,102
CCbjj-2059,179
CCbjj-2060,295
CCbjj-2061,113
CCbjj-2062,433
CCbjj-2063,336
CCbjj-2064,120
CCbjj-2065,131
CCbjj-2066,295
CCbjj-2067,112
CCbjj-2068,454
CCbjj-2069,251
CCbjj-2070,237
CCbjj-2071,325
CCbjj-2072,489
CCbjj-2073,275
CCbjj-2074,290
CCbjj-2075,328
CCbjj-2076,224
CCbjj-2077,181
CCbjj-2078,403
CCbjj-2079,375
CCbjj-2080,188
CCbjj-2081,344
CCbjj-2082,147
CCbjj-2083,145
CCbjj-2084,224
CCbjj-2085,476
CCbjj-2086,403
CCbjj-2087,158
CCbjj-2088,232
CCbjj-2089,354
CCbjj-2090,228
CCbjj-2091,284
CCbjj-2092,446
CCbjj-2093,106
CCbjj-2094,476
CCbjj-2095,455
CCbjj-2096,188
CCbjj-2097,81
CCbjj-2098,207
CCbjj-2099,298
CCbjj-2100,478
CCbjj-2101,142
CCbjj-2102,265
CCbjj-2103,404
CCbjj-2104,195
CCbjj-2105,68
CCbjj-2106,382
CCbjj-2107,327
CCbjj-2108,409
CCbjj-2109,128
CCbjj-2110,196
CCbjj-2111,71
CCbjj-2112,391
CCbjj-2113,358
CCbjj-2114,483
CCbjj-2115,134
CCbjj-2116,276
CCbjj-2117,486
CCbjj-2118,376
CCbjj-2119,327
CCbjj-2120,442
CCbjj-2121,225
CCbjj-2122,182
CCbjj-2123,301
CCbjj-2124,214
CCbjj-2125,447
CCbjj-2126,232
CCbjj-2127,294
CCbjj-2128,192
CCbjj-2129,312
CCbjj-2130,452
CCbjj-2131,458
CCbjj-2132,152
CCbjj-2133,266
CCbjj-2134,473
CCbjj-2135,121
CCbjj-2136,456
CCbjj-2137,90
CCbjj-2138,226
CCbjj-2139,429
CCbjj-2140,121
CCbjj-2141,415
CCbjj-2142,263
CCbjj-2143,487
CCbjj-2144,48
CCbjj-2145,349
CCbjj-2146,305
CCbjj-2147,343
CCbjj-2148,473
CCbjj-2149,259
CCbjj-2150,344
CCbjj-2151,147
CCbjj-2152,397
CCbjj-2153,266
CCbjj-2154,208
CCbjj-2155,320
CCbjj-2156,390
CCbjj-2157,167
CCbjj-2158,141
CCbjj-2159,271
CCbjj-2160,321
CCbjj-2161,466
CCbjj-2162,405
CCbjj-2163,277
CCbjj-2164,83
CCbjj-2165,45
CCbjj-2166,79
CCbjj-2167,311
CCbjj-2168,316
CCbjj-2169,218
CCbjj-2170,455
CCbjj-2171,30
CCbjj-2172,199
CCbjj-2173,206
CCbjj-2174,248
CCbjj-2175,176
CCbjj-2176,237
CCbjj-2177,285
CCbjj-2178,342
CCbjj-2179,387
CCbjj-2180,165
CCbjj-2181,219
CCbjj-2182,365
CCbjj-2183,489
CCbjj-2184,38
CCbjj-2185,397
CCbjj-2186,292
CCbjj-2187,197
CCbjj-2188,218
CCbjj-2189,52
CCbjj-2190,326
CCbjj-2191,357
CCbjj-2192,180
CCbjj-2193,497
CCbjj-2194,269
CCbjj-2195,40
CCbjj-2196,30
CCbjj-2197,206
CCbjj-2198,329
CCbjj-2199,354
CCbjj-2200,171
CCbjj-2201,36
CCbjj-2202,152
CCbjj-2203,473
CCbjj-2204,53
CCbjj-2205,260
CCbjj-2206,417
CCbjj-2207,268
CCbjj-2208,184
CCbjj-2209,475
CCbjj-2210,36
CCbjj-2211,467
CCbjj-2212,486
CCbjj-2213,478
CCbjj-2214,255
CCbjj-2215,133
CCbjj-2216,380
CCbjj-2217,132
CCbjj-2218,372
CCbjj-2219,480
CCbjj-2220,132
CCbjj-2221,177
CCbjj-2222,215
CCbjj-2223,205
CCbjj-2224,439
CCbjj-2225,447
CCbjj-2226,445
CCbjj-2227,382
CCbjj-2228,325
CCbjj-2229,34
CCbjj-2230,39
CCbjj-2231,251
CCbjj-2232,102
CCbjj-2233,203
CCbjj-2234,61
CCbjj-2235,474
CCbjj-2236,114
CCbjj-2237,455
CCbjj-2238,399
CCbjj-2239,311
CCbjj-2240,436
CCbjj-2241,422
CCbjj-2242,482
CCbjj-2243,84
CCbjj-2244,165
CCbjj-2245,145
CCbjj-2246,85
CCbjj-2247,468
CCbjj-2248,272
CCbjj-2249,267
CCbjj-2250,328
CCbjj-2251,360
CCbjj-2252,85
CCbjj-2253,193
CCbjj-2254,431
CCbjj-2255,316
CCbjj-2256,37
CCbjj-2257,129
CCbjj-2258,176
CCbjj-2259,435
CCbjj-2260,95
CCbjj-2261,168
CCbjj-2262,224
CCbjj-2263,318
CCbjj-2264,487
CCbjj-2265,338
CCbjj-2266,458
CCbjj-2267,224
CCbjj-2268,152
CCbjj-2269,324
CCbjj-2270,278
CCbjj-2271,450
CCbjj-2272,127
CCbjj-2273,79
CCbjj-2274,313
CCbjj-2275,299
CCbjj-2276,337
CCbjj-2277,407
CCbjj-2278,121
CCbjj-2279,59
CCbjj-2280,187
CCbjj-2281,150
CCbjj-2282,184
CCbjj-2283,95
CCbjj-2284,130
CCbjj-2285,362
CCbjj-2286,324
CCbjj-2287,455
CCbjj-2288,313
CCbjj-2289,113
CCbjj-2290,348
CCbjj-2291,388
CCbjj-2292,84
CCbjj-2293,271
CCbjj-2294,175
CCbjj-2295,191
CCbjj-2296,214
CCbjj-2297,397
CCbjj-2298,202
CCbjj-2299,110
CCbjj-2300,451
CCbjj-2301,436
CCbjj-2302,60
CCbjj-2303,422
CCbjj-2304,320
CCbjj-2305,438
CCbjj-2306,196
CCbjj-2307,443
CCbjj-2308,290
CCbjj-2309,185
CCbjj-2310,146
CCbjj-2311,36
CCbjj-2312,391
CCbjj-2313,275
CCbjj-2314,405
CCbjj-2315,455
CCbjj-2316,327
CCbjj-2317,342
CCbjj-2318,259
CCbjj-2319,368
CCbjj-2320,477
CCbjj-2321,153
CCbjj-2322,246
CCbjj-2323,348
CCbjj-2324,47
CCbjj-2325,146
CCbjj-2326,268
CCbjj-2327,119
CCbjj-2328,458
CCbjj-2329,305
CCbjj-2330,31
CCbjj-2331,349
CCbjj-2332,315
CCbjj-2333,179
CCbjj-2334,281
CCbjj-2335,135
CCbjj-2336,404
CCbjj-2337,319
CCbjj-2338,154
CCbjj-2339,192
CCbjj-2340,411
CCbjj-2341,226
CCbjj-2342,342
CCbjj-2343,44
CCbjj-2344,324
CCbjj-2345,492
CCbjj-2346,57
CCbjj-2347,41
CCbjj-2348,224
CCbjj-2349,295
CCbjj-2350,385
CCbjj-2351,292
CCbjj-2352,200
CCbjj-2353,366
CCbjj-2354,305
CCbjj-2355,332
CCbjj-2356,270
CCbjj-2357,274
CCbjj-2358,57
CCbjj-2359,233
CCbjj-2360,303
CCbjj-2361,342
CCbjj-2362,394
CCbjj-2363,464
CCbjj-2364,66
CCbjj-2365,489
CCbjj-2366,421
CCbjj-2367,283
CCbjj-2368,389
CCbjj-2369,134
CCbjj-2370,272
CCbjj-2371,496
CCbjj-2372,129
CCbjj-2373,483
CCbjj-2374,276
CCbjj-2375,73
CCbjj-2376,94
CCbjj-2377,207
CCbjj-2378,176
CCbjj-2379,78
CCbjj-2380,96
CCbjj-2381,376
CCbjj-2382,75
CCbjj-2383,99
CCbjj-2384,443
CCbjj-2385,450
CCbjj-2386,376
CCbjj-2387,483
CCbjj-2388,138
CCbjj-2389,390
CCbjj-2390,238
CCbjj-2391,332
CCbjj-2392,236
CCbjj-2393,410
CCbjj-2394,112
CCbjj-2395,315
CCbjj-2396,389
CCbjj-2397,486
CCbjj-2398,152
CCbjj-2399,447
CCbjj-2400,267
CCbjj-2401,375
CCbjj-2402,395
CCbjj-2403,386
CCbjj-2404,90
CCbjj-2405,413
CCbjj-2406,192
CCbjj-2407,263
CCbjj-2408,95
CCbjj-2409,42
CCbjj-2410,89
CCbjj-2411,136
CCbjj-2412,392
CCbjj-2413,294
CCbjj-2414,434
CCbjj-2415,454
CCbjj-2416,137
CCbjj-2417,350
CCbjj-2418,497
CCbjj-2419,206
CCbjj-2420,354
CCbjj-2421,297
CCbjj-2422,264
CCbjj-2423,434
CCbjj-2424,346
CCbjj-2425,141
CCbjj-2426,324
CCbjj-2427,244
CCbjj-2428,485
CCbjj-2429,307
CCbjj-2430,119
CCbjj-2431,368
CCbjj-2432,342
CCbjj-2433,236
CCbjj-2434,194
CCbjj-2435,70
CCbjj-2436,242
CCbjj-2437,144
CCbjj-2438,490
CCbjj-2439,164
CCbjj-2440,374
CCbjj-2441,62
CCbjj-2442,32
CCbjj-2443,68
CCbjj-2444,381
CCbjj-2445,262
CCbjj-2446,449
CCbjj-2447,197
CCbjj-2448,308
CCbjj-2449,479
CCbjj-2450,253
CCbjj-2451,331
CCbjj-2452,35
CCbjj-2453,356
CCbjj-2454,341
CCbjj-2455,306
CCbjj-2456,126
CCbjj-2457,109
CCbjj-2458,480
CCbjj-2459,311
CCbjj-2460,284
CCbjj-2461,182
CCbjj-2462,364
CCbjj-2463,243
CCbjj-2464,136
CCbjj-2465,130
CCbjj-2466,142
CCbjj-2467,397
CCbjj-2468,221
CCbjj-2469,497
CCbjj-2470,210
CCbjj-2471,79
CCbjj-2472,58
CCbjj-2473,386
CCbjj-2474,432
CCbjj-2475,133
CCbjj-2476,124
CCbjj-2477,87
CCbjj-2478,171
CCbjj-2479,154
CCbjj-2480,428
CCbjj-2481,92
CCbjj-2482,286
CCbjj-2483,401
CCbjj-2484,233
CCbjj-2485,349
CCbjj-2486,168
CCbjj-2487,204
CCbjj-2488,294
CCbjj-2489,126
CCbjj-2490,211
CCbjj-2491,147
CCbjj-2492,440
CCbjj-2493,255
CCbjj-2494,158
CCbjj-2495,39
CCbjj-2496,170
CCbjj-2497,186
CCbjj-2498,140
CCbjj-2499,290
CCbjj-2500,488
CCbjj-2501,82
CCbjj-2502,120
CCbjj-2503,279
CCbjj-2504,196
CCbjj-2505,278
CCbjj-2506,257
CCbjj-2507,465
CCbjj-2508,248
CCbjj-2509,264
CCbjj-2510,132
CCbjj-2511,75
CCbjj-2512,118
CCbjj-2513,324
CCbjj-2514,373
CCbjj-2515,71
CCbjj-2516,205
CCbjj-2517,60
CCbjj-2518,100
CCbjj-2519,499
CCbjj-2520,104
CCbjj-2521,310
CCbjj-2522,496
CCbjj-2523,417
CCbjj-2524,246
CCbjj-2525,57
CCbjj-2526,493
CCbjj-2527,31
CCbjj-2528,55
CCbjj-2529,357
CCbjj-2530,200
CCbjj-2531,451
CCbjj-2532,50
CCbjj-2533,335
CCbjj-2534,302
CCbjj-2535,315
CCbjj-2536,272
CCbjj-2537,328
CCbjj-2538,67
CCbjj-2539,154
CCbjj-2540,344
CCbjj-2541,88
CCbjj-2542,73
CCbjj-2543,361
CCbjj-2544,60
CCbjj-2545,265
CCbjj-2546,194
CCbjj-2547,387
CCbjj-2548,332
CCbjj-2549,280
CCbjj-2550,228
CCbjj-2551,484
CCbjj-2552,448
CCbjj-2553,248
CCbjj-2554,183
CCbjj-2555,213
CCbjj-2556,412
CCbjj-2557,328
CCbjj-2558,432
CCbjj-2559,179
CCbjj-2560,470
CCbjj-2561,94
CCbjj-2562,408
CCbjj-2563,191
CCbjj-2564,79
CCbjj-2565,189
CCbjj-2566,338
CCbjj-2567,499
CCbjj-2568,80
CCbjj-2569,305
CCbjj-2570,471
CCbjj-2571,377
CCbjj-2572,74
CCbjj-2573,463
CCbjj-2574,409
CCbjj-2575,144
CCbjj-2576,377
CCbjj-2577,165
CCbjj-2578,396
CCbjj-2579,50
CCbjj-2580,47
CCbjj-2581,391
CCbjj-2582,300
CCbjj-2583,423
CCbjj-2584,248
CCbjj-2585,348
CCbjj-2586,495
CCbjj-2587,433
CCbjj-2588,150
CCbjj-2589,91
CCbjj-2590,126
CCbjj-2591,280
CCbjj-2592,465
CCbjj-2593,443
CCbjj-2594,416
CCbjj-2595,158
CCbjj-2596,275
CCbjj-2597,39
CCbjj-2598,334
CCbjj-2599,94
CCbjj-2600,276
CCbjj-2601,446
CCbjj-2602,408
CCbjj-2603,378
CCbjj-2604,448
CCbjj-2605,194
CCbjj-2606,208
CCbjj-2607,83
CCbjj-2608,348
CCbjj-2609,75
CCbjj-2610,459
CCbjj-2611,406
CCbjj-2612,207
CCbjj-2613,36
CCbjj-2614,113
CCbjj-2615,157
CCbjj-2616,474
CCbjj-2617,243
CCbjj-2618,263
CCbjj-2619,41
CCbjj-2620,103
CCbjj-2621,67
CCbjj-2622,380
CCbjj-2623,452
CCbjj-2624,178
CCbjj-2625,436
CCbjj-2626,457
CCbjj-2627,201
CCbjj-2628,243
CCbjj-2629,266
CCbjj-2630,50
CCbjj-2631,390
CCbjj-2632,497
CCbjj-2633,377
CCbjj-2634,260
CCbjj-2635,474
CCbjj-2636,237
CCbjj-2637,404
CCbjj-2638,240
CCbjj-2639,181
CCbjj-2640,278
CCbjj-2641,136
CCbjj-2642,188
CCbjj-2643,34
CCbjj-2644,494
CCbjj-2645,222
CCbjj-2646,194
CCbjj-2647,123
CCbjj-2648,317
CCbjj-2649,223
CCbjj-2650,319
CCbjj-2651,265
CCbjj-2652,58
CCbjj-2653,147
CCbjj-2654,162
CCbjj-2655,187
CCbjj-2656,136
CCbjj-2657,202
CCbjj-2658,175
CCbjj-2659,363
CCbjj-2660,450
CCbjj-2661,296
CCbjj-2662,289
CCbjj-2663,499
CCbjj-2664,398
CCbjj-2665,75
CCbjj-2666,409
CCbjj-2667,416
CCbjj-2668,338
CCbjj-2669,181
CCbjj-2670,383
CCbjj-2671,165
CCbjj-2672,245
CCbjj-2673,493
CCbjj-2674,163
CCbjj-2675,370
CCbjj-2676,253
CCbjj-2677,260
CCbjj-2678,371
CCbjj-2679,230
CCbjj-2680,47
CCbjj-2681,233
CCbjj-2682,163
CCbjj-2683,376
CCbjj-2684,137
CCbjj-2685,452
CCbjj-2686,396
CCbjj-2687,30
CCbjj-2688,44
CCbjj-2689,171
CCbjj-2690,106
CCbjj-2691,370
CCbjj-2692,203
CCbjj-2693,140
CCbjj-2694,146
CCbjj-2695,70
CCbjj-2696,399
CCbjj-2697,35
CCbjj-2698,305
CCbjj-2699,97
CCbjj-2700,325
CCbjj-2701,432
CCbjj-2702,133
CCbjj-2703,156
CCbjj-2704,103
CCbjj-2705,154
CCbjj-2706,354
CCbjj-2707,287
CCbjj-2708,380
CCbjj-2709,329
CCbjj-2710,338
CCbjj-2711,241
CCbjj-2712,278
CCbjj-2713,35
CCbjj-2714,72
CCbjj-2715,282
CCbjj-2716,432
CCbjj-2717,175
CCbjj-2718,315
CCbjj-2719,228
CCbjj-2720,430
CCbjj-2721,146
CCbjj-2722,210
