id_obra,cidade,tipo_solo,nivel_chuva,risco_medio,pior_etapa,risco_pior,material_critico,taxa_insucesso
CCbjj-408,Curitiba,Arenoso,112,9.49,Acabamento,11.67,Aço,0.46
CCbjj-409,Porto Alegre,Rochoso,166,11.16,Fundação,11.05,Piso,0.63
CCbjj-410,Porto Alegre,Arenoso,111,9.45,Estrutura,11.61,Madeira,0.56
CCbjj-411,Fortaleza,Siltoso,200,10.3,Estrutura,11.01,Madeira,0.84
CCbjj-412,Fortaleza,Argiloso,177,9.75,Acabamento,8.13,Aço,0.72
CCbjj-413,Manaus,Arenoso,132,6.79,Fundação,10.97,Aço,0.64
CCbjj-414,Fortaleza,Siltoso,299,8.29,Fundação,8.79,Tintas,0.81
CCbjj-415,Rio de Janeiro,Arenoso,286,9.67,Fundação,11.24,Piso,0.8
CCbjj-416,Belém,Siltoso,290,7.26,Estrutura,10.14,Revestimento,0.85
CCbjj-417,Porto Alegre,Rochoso,282,7.6,Acabamento,10.8,Revestimento,0.64
CCbjj-418,Porto Alegre,Siltoso,133,10.75,Estrutura,8.56,Piso,0.82
CCbjj-419,Manaus,Siltoso,94,11.33,Acabamento,9.14,Cimento,0.85
CCbjj-420,Salvador,Siltoso,67,8.99,Acabamento,9.95,Cimento,0.78
CCbjj-421,Curitiba,Siltoso,141,6.31,Acabamento,9.83,Tintas,0.48
CCbjj-422,Salvador,Argiloso,79,11.11,Acabamento,12.03,Areia,0.6
CCbjj-423,Belém,Argiloso,108,11.39,Estrutura,8.93,Cimento,0.79
CCbjj-424,Salvador,Arenoso,194,11.31,Fundação,12.22,Piso,0.31
CCbjj-425,Belém,Argiloso,86,7.71,Fundação,11.79,Cimento,0.63
CCbjj-426,Belo Horizonte,Argiloso,113,10.15,Fundação,9.48,Piso,0.31
CCbjj-427,Recife,Siltoso,283,8.14,Estrutura,12.47,Madeira,0.33
CCbjj-428,Manaus,Arenoso,213,7.25,Acabamento,11.55,Piso,0.54
CCbjj-429,São Paulo,Siltoso,252,11.83,Estrutura,9.48,Piso,0.57
CCbjj-430,Manaus,Siltoso,77,7.74,Estrutura,10.3,Areia,0.44
CCbjj-431,Belém,Siltoso,197,10.99,Fundação,10.71,Aço,0.52
CCbjj-432,Recife,Arenoso,73,11.2,Estrutura,11.69,Brita,0.85
CCbjj-433,Porto Alegre,Arenoso,171,7.8,Acabamento,12.18,Tintas,0.66
CCbjj-434,Manaus,Rochoso,147,8.73,Fundação,10.46,Madeira,0.32
CCbjj-435,Rio de Janeiro,Arenoso,92,8.63,Fundação,8.24,Piso,0.58
CCbjj-436,Fortaleza,Rochoso,74,8.37,Acabamento,9.69,Piso,0.44
CCbjj-437,Rio de Janeiro,Siltoso,228,11.9,Fundação,8.29,Madeira,0.42
CCbjj-438,Curitiba,Argiloso,172,9.47,Fundação,9.78,Brita,0.38
CCbjj-439,Rio de Janeiro,Rochoso,271,9.28,Estrutura,12.68,Tintas,0.63
CCbjj-440,Curitiba,Rochoso,285,10.6,Estrutura,12.86,Tintas,0.31
CCbjj-441,Recife,Argiloso,214,11.08,Estrutura,12.55,Madeira,0.81
CCbjj-442,Recife,Rochoso,60,8.48,Estrutura,12.07,Brita,0.66
CCbjj-443,Curitiba,Siltoso,265,8.9,Estrutura,12.76,Brita,0.81
CCbjj-444,Rio de Janeiro,Arenoso,213,6.42,Estrutura,9.73,Aço,0.65
CCbjj-445,Rio de Janeiro,Arenoso,182,11.33,Fundação,12.97,Revestimento,0.48
CCbjj-446,Manaus,Arenoso,248,6.61,Estrutura,10.88,Tintas,0.64
CCbjj-447,Porto Alegre,Siltoso,193,10.34,Estrutura,9.64,Areia,0.81
CCbjj-448,Curitiba,Rochoso,54,9.52,Estrutura,8.95,Cimento,0.44
CCbjj-449,Salvador,Siltoso,177,10.33,Fundação,11.59,Madeira,0.37
CCbjj-450,Fortaleza,Rochoso,89,10.39,Estrutura,9.06,Tintas,0.61
CCbjj-451,Belo Horizonte,Argiloso,77,11.94,Estrutura,9.42,Cimento,0.79
CCbjj-452,São Paulo,Rochoso,95,7.28,Fundação,9.04,Madeira,0.38
CCbjj-453,Salvador,Argiloso,117,10.25,Acabamento,11.44,Piso,0.76
CCbjj-454,São Paulo,Rochoso,243,10.11,Fundação,10.98,Brita,0.5
CCbjj-455,Salvador,Rochoso,166,6.45,Acabamento,10.63,Piso,0.78
CCbjj-456,Rio de Janeiro,Rochoso,181,7.62,Estrutura,12.28,Piso,0.65
CCbjj-457,Manaus,Argiloso,289,7.48,Fundação,9.58,Madeira,0.48
CCbjj-458,São Paulo,Siltoso,291,9.07,Estrutura,11.61,Tintas,0.54
CCbjj-459,Belo Horizonte,Arenoso,239,11.0,Estrutura,8.43,Revestimento,0.7
CCbjj-460,Salvador,Arenoso,218,11.83,Fundação,11.29,Piso,0.57
CCbjj-461,Porto Alegre,Siltoso,210,9.75,Estrutura,11.18,Revestimento,0.69
CCbjj-462,Belo Horizonte,Argiloso,293,9.79,Acabamento,8.88,Cimento,0.41
CCbjj-463,Recife,Argiloso,150,6.97,Acabamento,8.22,Areia,0.74
CCbjj-464,Recife,Arenoso,114,9.1,Fundação,8.5,Areia,0.53
CCbjj-465,Manaus,Rochoso,69,11.06,Estrutura,8.03,Madeira,0.59
CCbjj-466,Porto Alegre,Arenoso,82,6.78,Acabamento,9.79,Tintas,0.34
CCbjj-467,Fortaleza,Arenoso,180,8.61,Fundação,8.48,Madeira,0.84
CCbjj-468,Recife,Siltoso,159,11.74,Acabamento,10.53,Brita,0.76
CCbjj-469,Curitiba,Rochoso,234,11.28,Acabamento,9.38,Madeira,0.76
CCbjj-470,Recife,Arenoso,72,9.36,Acabamento,11.57,Brita,0.41
CCbjj-471,Salvador,Argiloso,200,8.43,Estrutura,8.5,Cimento,0.47
CCbjj-472,Belém,Argiloso,148,11.7,Acabamento,8.91,Tintas,0.52
CCbjj-473,Curitiba,Siltoso,242,8.94,Fundação,9.83,Revestimento,0.6
CCbjj-474,Belém,Siltoso,182,10.13,Fundação,12.47,Areia,0.83
CCbjj-475,Salvador,Argiloso,123,6.39,Estrutura,9.47,Tintas,0.87
CCbjj-476,Salvador,Argiloso,88,9.37,Acabamento,8.01,Piso,0.69
CCbjj-477,Belo Horizonte,Rochoso,51,8.56,Estrutura,11.44,Areia,0.74
CCbjj-478,Fortaleza,Arenoso,199,9.01,Estrutura,12.5,Revestimento,0.77
CCbjj-479,Belo Horizonte,Argiloso,133,8.07,Estrutura,11.48,Aço,0.69
CCbjj-480,Porto Alegre,Rochoso,82,6.51,Estrutura,9.04,Cimento,0.5
CCbjj-481,Porto Alegre,Arenoso,194,8.0,Fundação,9.5,Revestimento,0.6
CCbjj-482,Fortaleza,Rochoso,208,7.9,Acabamento,8.58,Revestimento,0.82
CCbjj-483,Belém,Rochoso,244,9.74,Fundação,11.96,Aço,0.45
CCbjj-484,Salvador,Siltoso,217,6.56,Fundação,8.32,Piso,0.48
CCbjj-485,São Paulo,Arenoso,298,6.77,Estrutura,10.01,Areia,0.42
CCbjj-486,Curitiba,Rochoso,54,10.27,Acabamento,9.87,Revestimento,0.59
CCbjj-487,Porto Alegre,Arenoso,166,7.19,Fundação,12.99,Revestimento,0.79
CCbjj-488,Fortaleza,Siltoso,196,6.85,Estrutura,10.07,Tintas,0.63
CCbjj-489,Curitiba,Arenoso,240,11.75,Estrutura,12.66,Brita,0.72
CCbjj-490,Curitiba,Arenoso,70,7.68,Estrutura,12.69,Areia,0.81
CCbjj-491,Manaus,Siltoso,197,9.53,Estrutura,12.87,Aço,0.58
CCbjj-492,Salvador,Rochoso,241,7.92,Acabamento,11.73,Brita,0.86
CCbjj-493,Recife,Argiloso,268,7.01,Fundação,9.33,Cimento,0.64
CCbjj-494,Recife,Siltoso,65,8.75,Fundação,10.69,Cimento,0.76
CCbjj-495,Belo Horizonte,Rochoso,62,9.34,Acabamento,12.28,Madeira,0.76
CCbjj-496,Manaus,Rochoso,235,9.29,Fundação,12.67,Cimento,0.33
CCbjj-497,Curitiba,Siltoso,79,8.4,Estrutura,10.65,Piso,0.72
CCbjj-498,Salvador,Siltoso,187,6.06,Estrutura,12.41,Aço,0.54
CCbjj-499,Salvador,Rochoso,50,8.89,Acabamento,10.37,Areia,0.82
CCbjj-500,Porto Alegre,Rochoso,185,6.65,Acabamento,11.97,Brita,0.77
CCbjj-501,Manaus,Argiloso,172,9.53,Fundação,8.24,Tintas,0.31
CCbjj-502,Porto Alegre,Arenoso,131,11.37,Estrutura,11.0,Tintas,0.63
CCbjj-503,Porto Alegre,Arenoso,152,6.71,Acabamento,8.83,Piso,0.75
CCbjj-504,Rio de Janeiro,Rochoso,76,10.54,Fundação,9.35,Brita,0.3
CCbjj-505,São Paulo,Arenoso,262,8.87,Estrutura,12.45,Areia,0.31
CCbjj-506,Rio de Janeiro,Argiloso,65,10.68,Acabamento,12.21,Brita,0.46
CCbjj-507,Belém,Siltoso,78,11.07,Estrutura,12.89,Brita,0.53
CCbjj-508,Belo Horizonte,Rochoso,224,8.15,Acabamento,11.96,Revestimento,0.8
CCbjj-509,Belo Horizonte,Arenoso,176,9.31,Estrutura,8.27,Cimento,0.42
CCbjj-510,São Paulo,Argiloso,52,9.52,Acabamento,11.55,Tintas,0.73
CCbjj-511,Belém,Arenoso,150,6.38,Acabamento,9.07,Revestimento,0.51
CCbjj-512,São Paulo,Rochoso,126,10.09,Estrutura,10.51,Aço,0.36
CCbjj-513,Manaus,Siltoso,101,7.27,Acabamento,11.38,Cimento,0.3
CCbjj-514,Recife,Argiloso,212,10.13,Fundação,9.17,Brita,0.87
CCbjj-515,Salvador,Arenoso,279,8.86,Fundação,10.25,Madeira,0.78
CCbjj-516,Manaus,Argiloso,179,11.18,Fundação,12.02,Tintas,0.81
CCbjj-517,Fortaleza,Siltoso,252,10.97,Fundação,11.16,Aço,0.78
CCbjj-518,Porto Alegre,Rochoso,240,8.33,Fundação,8.44,Aço,0.58
CCbjj-519,Belo Horizonte,Rochoso,155,8.48,Fundação,10.66,Brita,0.86
CCbjj-520,Belém,Arenoso,150,6.2,Acabamento,12.77,Piso,0.85
CCbjj-521,Rio de Janeiro,Argiloso,284,11.38,Acabamento,9.92,Revestimento,0.37
CCbjj-522,Curitiba,Argiloso,75,7.54,Estrutura,10.6,Madeira,0.34
CCbjj-523,Recife,Argiloso,257,6.85,Fundação,12.28,Cimento,0.78
CCbjj-524,Salvador,Arenoso,247,8.8,Estrutura,12.77,Cimento,0.81
CCbjj-525,Porto Alegre,Arenoso,256,6.72,Fundação,9.93,Tintas,0.5
CCbjj-526,Belém,Arenoso,199,9.67,Fundação,8.4,Piso,0.67
CCbjj-527,Salvador,Argiloso,139,10.91,Acabamento,10.01,Areia,0.37
CCbjj-528,Rio de Janeiro,Argiloso,138,6.9,Fundação,8.07,Aço,0.86
CCbjj-529,Salvador,Arenoso,198,11.63,Estrutura,11.84,Aço,0.3
CCbjj-530,Belo Horizonte,Argiloso,85,10.19,Estrutura,10.01,Piso,0.52
CCbjj-531,Manaus,Siltoso,205,9.93,Estrutura,8.44,Brita,0.6
CCbjj-532,Manaus,Argiloso,288,9.26,Estrutura,9.43,Piso,0.38
CCbjj-533,Rio de Janeiro,Arenoso,285,6.64,Acabamento,11.34,Piso,0.45
CCbjj-534,Rio de Janeiro,Argiloso,281,9.68,Estrutura,12.08,Piso,0.7
CCbjj-535,Fortaleza,Siltoso,280,11.93,Estrutura,12.75,Areia,0.81
CCbjj-536,Belém,Argiloso,299,7.17,Acabamento,9.19,Madeira,0.39
CCbjj-537,Curitiba,Arenoso,177,9.72,Estrutura,12.54,Tintas,0.58
CCbjj-538,Porto Alegre,Arenoso,261,6.72,Fundação,10.94,Tintas,0.86
CCbjj-539,Rio de Janeiro,Rochoso,267,8.31,Acabamento,8.6,Piso,0.73
CCbjj-540,Rio de Janeiro,Argiloso,109,8.02,Fundação,8.12,Madeira,0.75
CCbjj-541,Fortaleza,Rochoso,220,11.26,Fundação,8.43,Piso,0.32
CCbjj-542,Belo Horizonte,Rochoso,243,10.87,Estrutura,9.53,Cimento,0.61
CCbjj-543,Recife,Siltoso,232,6.17,Estrutura,9.97,Brita,0.77
CCbjj-544,Recife,Arenoso,240,7.81,Acabamento,11.09,Tintas,0.32
CCbjj-545,Recife,Rochoso,265,6.56,Acabamento,11.51,Aço,0.5
CCbjj-546,Manaus,Siltoso,181,6.1,Fundação,9.83,Piso,0.3
CCbjj-547,Recife,Rochoso,250,6.91,Acabamento,8.47,Cimento,0.33
CCbjj-548,Porto Alegre,Argiloso,259,7.56,Fundação,9.34,Madeira,0.53
CCbjj-549,Salvador,Siltoso,187,11.28,Estrutura,9.35,Tintas,0.35
CCbjj-550,Porto Alegre,Arenoso,290,9.0,Fundação,12.57,Revestimento,0.35
CCbjj-551,Belém,Siltoso,223,11.03,Fundação,12.05,Brita,0.45
CCbjj-552,Salvador,Siltoso,193,10.91,Fundação,8.33,Areia,0.61
CCbjj-553,Porto Alegre,Arenoso,192,8.33,Acabamento,12.05,Cimento,0.71
CCbjj-554,Belém,Argiloso,291,11.36,Fundação,11.98,Tintas,0.34
CCbjj-555,São Paulo,Arenoso,113,11.01,Acabamento,11.22,Areia,0.38
CCbjj-556,Curitiba,Rochoso,56,10.41,Estrutura,10.62,Brita,0.84
CCbjj-557,Salvador,Rochoso,221,7.19,Acabamento,12.74,Aço,0.8
CCbjj-558,Belo Horizonte,Argiloso,262,9.62,Acabamento,11.35,Cimento,0.68
CCbjj-559,São Paulo,Arenoso,241,10.37,Estrutura,8.34,Tintas,0.76
CCbjj-560,Salvador,Argiloso,75,7.44,Fundação,8.64,Tintas,0.38
CCbjj-561,Belo Horizonte,Rochoso,299,8.38,Fundação,10.07,Tintas,0.84
CCbjj-562,Recife,Argiloso,128,8.06,Fundação,8.15,Tintas,0.46
CCbjj-563,Recife,Siltoso,75,6.14,Fundação,12.06,Piso,0.59
CCbjj-564,Recife,Siltoso,85,8.74,Estrutura,10.81,Aço,0.6
CCbjj-565,Manaus,Argiloso,96,6.23,Acabamento,8.63,Brita,0.85
CCbjj-566,São Paulo,Rochoso,201,11.07,Estrutura,12.85,Areia,0.75
CCbjj-567,Manaus,Arenoso,104,9.03,Acabamento,8.35,Revestimento,0.73
CCbjj-568,Salvador,Argiloso,125,11.7,Estrutura,8.75,Brita,0.63
CCbjj-569,São Paulo,Argiloso,59,11.27,Fundação,11.14,Aço,0.34
CCbjj-570,Fortaleza,Siltoso,125,11.97,Estrutura,10.66,Revestimento,0.46
CCbjj-571,Manaus,Siltoso,291,8.7,Acabamento,9.95,Aço,0.7
CCbjj-572,Porto Alegre,Rochoso,111,10.18,Fundação,9.76,Aço,0.84
CCbjj-573,Rio de Janeiro,Rochoso,54,10.39,Fundação,12.68,Revestimento,0.56
CCbjj-574,Curitiba,Argiloso,152,6.91,Estrutura,11.85,Aço,0.41
CCbjj-575,São Paulo,Argiloso,186,11.77,Fundação,9.79,Brita,0.89
CCbjj-576,Porto Alegre,Siltoso,118,7.83,Fundação,12.41,Aço,0.37
CCbjj-577,Belém,Arenoso,107,9.65,Estrutura,11.07,Tintas,0.73
CCbjj-578,Rio de Janeiro,Arenoso,79,9.47,Acabamento,12.24,Areia,0.74
CCbjj-579,Rio de Janeiro,Siltoso,172,9.98,Acabamento,11.2,Aço,0.52
CCbjj-580,Recife,Argiloso,100,10.12,Estrutura,12.41,Aço,0.34
CCbjj-581,Belo Horizonte,Rochoso,219,6.85,Fundação,10.7,Revestimento,0.89
CCbjj-582,Belém,Siltoso,113,10.35,Estrutura,8.04,Aço,0.5
CCbjj-583,Salvador,Arenoso,197,11.03,Acabamento,12.36,Cimento,0.3
CCbjj-584,Salvador,Arenoso,154,8.89,Estrutura,8.19,Tintas,0.36
CCbjj-585,Belo Horizonte,Argiloso,270,10.57,Estrutura,12.76,Tintas,0.59
CCbjj-586,Fortaleza,Siltoso,71,7.18,Estrutura,11.71,Revestimento,0.78
CCbjj-587,Curitiba,Argiloso,87,10.12,Estrutura,9.58,Brita,0.86
CCbjj-588,Recife,Arenoso,105,7.95,Acabamento,11.04,Brita,0.58
CCbjj-589,Belo Horizonte,Rochoso,182,10.72,Acabamento,9.7,Aço,0.32
CCbjj-590,Manaus,Argiloso,142,10.37,Acabamento,11.25,Tintas,0.74
CCbjj-591,Manaus,Siltoso,119,8.15,Fundação,10.93,Madeira,0.45
CCbjj-592,Curitiba,Rochoso,124,7.36,Estrutura,12.71,Piso,0.7
CCbjj-593,Rio de Janeiro,Rochoso,75,6.73,Acabamento,12.02,Madeira,0.73
CCbjj-594,Recife,Arenoso,76,6.66,Fundação,10.48,Aço,0.6
CCbjj-595,Fortaleza,Siltoso,249,7.4,Fundação,9.43,Madeira,0.88
CCbjj-596,Fortaleza,Rochoso,214,8.21,Acabamento,9.32,Brita,0.67
CCbjj-597,Belo Horizonte,Argiloso,274,6.49,Estrutura,12.88,Piso,0.44
CCbjj-598,Salvador,Rochoso,225,6.55,Acabamento,8.91,Revestimento,0.54
CCbjj-599,Salvador,Siltoso,144,9.23,Acabamento,12.17,Piso,0.45
CCbjj-600,Curitiba,Argiloso,219,7.62,Acabamento,10.35,Cimento,0.56
CCbjj-601,Rio de Janeiro,Siltoso,293,9.15,Acabamento,12.17,Tintas,0.87
CCbjj-602,Belém,Rochoso,74,11.89,Estrutura,11.59,Aço,0.45
CCbjj-603,Manaus,Arenoso,174,11.05,Estrutura,9.41,Madeira,0.67
CCbjj-604,Manaus,Arenoso,142,7.67,Fundação,9.74,Revestimento,0.76
CCbjj-605,Manaus,Arenoso,219,7.72,Estrutura,8.02,Madeira,0.31
CCbjj-606,Recife,Arenoso,55,8.52,Acabamento,11.85,Cimento,0.42
CCbjj-607,Belo Horizonte,Arenoso,116,10.73,Estrutura,10.01,Madeira,0.44
CCbjj-608,Belém,Rochoso,161,11.62,Fundação,9.11,Areia,0.49
CCbjj-609,Fortaleza,Rochoso,99,6.8,Acabamento,11.57,Madeira,0.45
CCbjj-610,Belém,Arenoso,188,10.03,Acabamento,12.84,Tintas,0.33
CCbjj-611,Rio de Janeiro,Arenoso,69,10.87,Estrutura,12.31,Areia,0.66
CCbjj-612,Curitiba,Arenoso,231,9.4,Fundação,8.24,Revestimento,0.41
CCbjj-613,Salvador,Rochoso,87,10.76,Fundação,12.98,Tintas,0.3
CCbjj-614,São Paulo,Rochoso,246,11.64,Fundação,11.07,Revestimento,0.86
CCbjj-615,Porto Alegre,Argiloso,124,7.51,Fundação,10.64,Revestimento,0.49
CCbjj-616,Recife,Argiloso,177,8.29,Fundação,8.44,Brita,0.43
CCbjj-617,São Paulo,Arenoso,122,6.86,Acabamento,9.39,Madeira,0.42
CCbjj-618,Belém,Arenoso,229,7.0,Estrutura,8.86,Aço,0.79
CCbjj-619,Manaus,Argiloso,170,6.09,Acabamento,9.51,Areia,0.34
CCbjj-620,Salvador,Siltoso,228,6.94,Fundação,8.61,Tintas,0.87
CCbjj-621,Manaus,Rochoso,69,9.1,Acabamento,11.97,Areia,0.83
CCbjj-622,Porto Alegre,Arenoso,248,7.34,Acabamento,12.38,Piso,0.56
CCbjj-623,Manaus,Rochoso,264,9.57,Acabamento,10.43,Revestimento,0.55
CCbjj-624,Recife,Arenoso,292,7.18,Acabamento,10.33,Piso,0.39
CCbjj-625,Porto Alegre,Argiloso,60,7.22,Estrutura,8.42,Revestimento,0.44
CCbjj-626,Curitiba,Arenoso,273,11.64,Fundação,11.53,Madeira,0.53
CCbjj-627,São Paulo,Arenoso,197,9.48,Estrutura,9.63,Revestimento,0.44
CCbjj-628,Rio de Janeiro,Argiloso,72,8.62,Acabamento,10.08,Tintas,0.41
CCbjj-629,Rio de Janeiro,Siltoso,268,7.07,Estrutura,12.61,Cimento,0.41
CCbjj-630,Salvador,Rochoso,109,7.51,Estrutura,10.97,Revestimento,0.3
CCbjj-631,Salvador,Arenoso,293,6.43,Fundação,10.98,Revestimento,0.75
CCbjj-632,Salvador,Argiloso,230,6.88,Acabamento,9.91,Piso,0.53
CCbjj-633,Rio de Janeiro,Rochoso,90,9.85,Fundação,8.68,Tintas,0.56
CCbjj-634,Rio de Janeiro,Argiloso,169,9.19,Estrutura,9.66,Madeira,0.32
CCbjj-635,Salvador,Rochoso,120,11.22,Estrutura,9.6,Brita,0.42
CCbjj-636,Porto Alegre,Siltoso,264,11.55,Estrutura,11.36,Areia,0.77
CCbjj-637,Belém,Rochoso,195,11.24,Estrutura,12.65,Brita,0.75
CCbjj-638,Recife,Siltoso,277,7.62,Estrutura,11.53,Madeira,0.38
CCbjj-639,Rio de Janeiro,Rochoso,177,8.98,Estrutura,9.01,Brita,0.79
CCbjj-640,Rio de Janeiro,Arenoso,208,7.23,Fundação,9.59,Tintas,0.77
CCbjj-641,Recife,Arenoso,234,10.7,Fundação,11.01,Aço,0.77
CCbjj-642,São Paulo,Argiloso,123,10.77,Acabamento,8.85,Piso,0.59
CCbjj-643,Rio de Janeiro,Argiloso,161,10.32,Acabamento,11.96,Aço,0.85
CCbjj-644,Porto Alegre,Arenoso,139,6.42,Fundação,12.84,Cimento,0.43
CCbjj-645,Porto Alegre,Argiloso,170,10.48,Fundação,10.29,Brita,0.79
CCbjj-646,Salvador,Arenoso,207,11.15,Estrutura,12.59,Cimento,0.38
CCbjj-647,Rio de Janeiro,Rochoso,90,10.49,Acabamento,8.07,Tintas,0.7
CCbjj-648,Salvador,Rochoso,81,6.42,Fundação,12.56,Tintas,0.41
CCbjj-649,São Paulo,Arenoso,230,8.04,Estrutura,11.2,Revestimento,0.63
CCbjj-650,Belém,Rochoso,202,10.45,Estrutura,12.26,Cimento,0.8
CCbjj-651,Salvador,Siltoso,212,7.93,Fundação,10.76,Madeira,0.5
CCbjj-652,Belo Horizonte,Siltoso,201,11.82,Estrutura,8.21,Madeira,0.61
CCbjj-653,Salvador,Argiloso,235,10.21,Fundação,9.03,Cimento,0.87
CCbjj-654,Curitiba,Siltoso,98,6.9,Acabamento,8.91,Piso,0.79
CCbjj-655,Salvador,Rochoso,72,11.36,Fundação,10.84,Cimento,0.6
CCbjj-656,Manaus,Arenoso,92,8.16,Acabamento,9.96,Cimento,0.37
CCbjj-657,Belo Horizonte,Arenoso,103,11.67,Estrutura,8.08,Tintas,0.87
CCbjj-658,Recife,Argiloso,217,10.82,Acabamento,9.65,Piso,0.32
CCbjj-659,Belo Horizonte,Siltoso,114,7.74,Acabamento,12.77,Areia,0.53
CCbjj-660,Fortaleza,Argiloso,50,8.57,Fundação,8.47,Piso,0.53
CCbjj-661,Rio de Janeiro,Siltoso,284,9.94,Acabamento,10.55,Tintas,0.67
CCbjj-662,Belo Horizonte,Argiloso,91,10.93,Fundação,12.45,Tintas,0.59
CCbjj-663,Rio de Janeiro,Arenoso,218,9.46,Fundação,10.1,Piso,0.44
CCbjj-664,Porto Alegre,Siltoso,213,10.5,Estrutura,10.71,Tintas,0.52
CCbjj-665,Rio de Janeiro,Rochoso,179,7.69,Fundação,11.33,Aço,0.6
CCbjj-666,Porto Alegre,Arenoso,87,6.83,Fundação,10.22,Tintas,0.3
CCbjj-667,Recife,Arenoso,130,11.27,Acabamento,11.71,Revestimento,0.53
CCbjj-668,Rio de Janeiro,Siltoso,201,11.96,Estrutura,10.48,Revestimento,0.52
CCbjj-669,Belo Horizonte,Argiloso,254,8.83,Acabamento,12.75,Brita,0.66
CCbjj-670,Fortaleza,Arenoso,212,11.26,Fundação,9.38,Brita,0.59
CCbjj-671,Porto Alegre,Arenoso,220,9.13,Acabamento,9.4,Areia,0.58
CCbjj-672,São Paulo,Argiloso,155,7.0,Estrutura,11.92,Aço,0.84
CCbjj-673,Fortaleza,Argiloso,89,11.06,Estrutura,11.62,Madeira,0.76
CCbjj-674,Manaus,Rochoso,119,7.9,Acabamento,12.01,Madeira,0.74
CCbjj-675,Curitiba,Argiloso,82,11.88,Estrutura,11.54,Aço,0.43
CCbjj-676,Fortaleza,Argiloso,235,11.09,Estrutura,12.68,Cimento,0.56
CCbjj-677,São Paulo,Arenoso,199,6.21,Estrutura,8.46,Brita,0.5
CCbjj-678,Manaus,Rochoso,291,6.08,Acabamento,8.58,Areia,0.4
CCbjj-679,Porto Alegre,Rochoso,244,11.89,Acabamento,9.58,Tintas,0.46
CCbjj-680,Manaus,Arenoso,261,7.01,Fundação,11.32,Aço,0.41
CCbjj-681,Fortaleza,Siltoso,249,8.86,Fundação,12.06,Tintas,0.33
CCbjj-682,Rio de Janeiro,Rochoso,193,7.26,Fundação,12.96,Areia,0.8
CCbjj-683,Curitiba,Arenoso,229,11.98,Estrutura,8.78,Brita,0.8
CCbjj-684,São Paulo,Argiloso,67,6.04,Acabamento,11.15,Areia,0.61
CCbjj-685,Belém,Rochoso,205,7.18,Fundação,8.13,Piso,0.53
CCbjj-686,Belém,Argiloso,74,8.51,Fundação,12.35,Madeira,0.79
CCbjj-687,Porto Alegre,Siltoso,195,8.31,Acabamento,9.6,Cimento,0.71
CCbjj-688,São Paulo,Siltoso,283,6.55,Estrutura,11.83,Piso,0.56
CCbjj-689,Recife,Rochoso,287,8.2,Fundação,9.19,Aço,0.4
CCbjj-690,Belém,Argiloso,122,8.76,Acabamento,10.85,Revestimento,0.54
CCbjj-691,Fortaleza,Arenoso,102,8.99,Fundação,10.49,Tintas,0.57
CCbjj-692,Manaus,Rochoso,192,9.33,Acabamento,8.17,Revestimento,0.34
CCbjj-693,Recife,Argiloso,284,6.34,Acabamento,10.37,Aço,0.77
CCbjj-694,São Paulo,Argiloso,52,7.44,Acabamento,9.84,Piso,0.44
CCbjj-695,Manaus,Argiloso,292,8.74,Fundação,11.48,Brita,0.65
CCbjj-696,Curitiba,Argiloso,216,9.32,Fundação,8.68,Piso,0.56
CCbjj-697,Salvador,Arenoso,203,8.15,Fundação,10.37,Areia,0.81
CCbjj-698,Rio de Janeiro,Siltoso,186,6.98,Fundação,12.47,Revestimento,0.47
CCbjj-699,Rio de Janeiro,Arenoso,225,6.6,Fundação,10.32,Revestimento,0.41
CCbjj-700,Belém,Argiloso,229,10.53,Fundação,10.68,Areia,0.59
CCbjj-701,Porto Alegre,Siltoso,261,10.49,Acabamento,9.76,Areia,0.57
CCbjj-702,São Paulo,Siltoso,108,10.85,Acabamento,10.05,Revestimento,0.49
CCbjj-703,Curitiba,Rochoso,102,6.97,Fundação,8.51,Madeira,0.6
CCbjj-704,São Paulo,Siltoso,149,7.86,Acabamento,11.04,Tintas,0.85
CCbjj-705,Rio de Janeiro,Arenoso,168,10.81,Fundação,12.02,Aço,0.37
CCbjj-706,Manaus,Siltoso,105,10.01,Acabamento,10.07,Aço,0.67
CCbjj-707,Belo Horizonte,Siltoso,125,11.74,Estrutura,8.25,Brita,0.75
CCbjj-708,São Paulo,Argiloso,85,9.31,Fundação,9.3,Brita,0.55
CCbjj-709,Porto Alegre,Arenoso,144,8.91,Fundação,11.66,Aço,0.35
CCbjj-710,Porto Alegre,Rochoso,98,6.66,Estrutura,8.99,Cimento,0.54
CCbjj-711,Fortaleza,Argiloso,151,6.0,Estrutura,9.76,Revestimento,0.44
CCbjj-712,Fortaleza,Argiloso,110,6.49,Fundação,10.31,Madeira,0.87
CCbjj-713,Salvador,Siltoso,116,11.85,Acabamento,11.49,Piso,0.52
CCbjj-714,Rio de Janeiro,Rochoso,55,10.9,Acabamento,12.99,Aço,0.57
CCbjj-715,Recife,Arenoso,92,8.26,Estrutura,10.62,Madeira,0.84
CCbjj-716,Recife,Siltoso,229,7.53,Acabamento,9.95,Cimento,0.79
CCbjj-717,Rio de Janeiro,Rochoso,207,9.39,Fundação,8.02,Revestimento,0.34
CCbjj-718,Belo Horizonte,Argiloso,278,9.25,Acabamento,11.77,Aço,0.44
